-1183.86862821,-90.3343021189,-231.320978277,
-1183.44313661,-90.0713684434,-231.231001014,
-1182.16173546,-89.2796860627,-230.960005941,
-1180.8719149,-88.4836219462,-230.687438976,
-1179.5740409,-87.6832514324,-230.413345925,
-1178.26811359,-86.8786347821,-230.137726744,
-1176.94571119,-86.0647283436,-229.85885713,
-1175.61171687,-85.2443698019,-229.577713631,
-1174.26979319,-84.4199621156,-229.295120177,
-1172.92018505,-83.5915966985,-229.011107241,
-1171.55971967,-82.7574729974,-228.725033925,
-1170.18217277,-81.9136619775,-228.435557367,
-1168.7970656,-81.0660995939,-228.144737518,
-1167.40464275,-80.2148549017,-227.852574392,
-1166.0047825,-79.3600046894,-227.559083204,
-1164.58491306,-78.4938361582,-227.261639413,
-1163.15748441,-77.6240252468,-226.962852331,
-1161.72298466,-76.7508321405,-226.662813554,
-1160.28153563,-75.8743263611,-226.36156889,
-1158.82117524,-74.9874057549,-226.056646384,
-1157.35239997,-74.0963122157,-225.750197629,
-1155.87691808,-73.2021377493,-225.442588911,
-1154.39472893,-72.3049596531,-225.133866034,
-1152.89301561,-71.3970960462,-224.821358697,
-1151.38373916,-70.4857425318,-224.507554215,
-1149.86811951,-69.5716096056,-224.192696758,
-1148.34469124,-68.6538970762,-223.876496468,
-1146.802102,-67.7258537485,-223.556633981,
-1145.25341169,-66.7952776744,-223.23579493,
-1143.69861981,-65.8622534315,-222.913979377,
-1142.1318669,-64.9232720636,-222.590012349,
-1140.55058921,-63.9767814619,-222.263344575,
-1138.96333085,-63.0280805214,-221.935791879,
-1137.37045785,-62.0772533254,-221.607369536,
-1135.75964147,-61.1169834535,-221.27557506,
-1134.14052472,-60.1531644382,-220.942437914,
-1132.51603719,-59.1874668405,-220.608522673,
-1130.88080793,-58.2168081071,-220.272745964,
-1129.23019839,-57.2384450963,-219.934192244,
-1127.57458431,-56.2584538579,-219.594921449,
-1125.91372159,-55.2769176365,-219.25499463,
-1124.23271788,-54.2849287302,-218.911298979,
-1122.54634342,-53.291244572,-218.566886268,
-1120.85520852,-52.2962763231,-218.221878583,
-1119.14844898,-51.2936872707,-217.874078628,
-1117.43180196,-50.286932625,-217.524691878,
-1115.71076058,-49.2791548504,-217.174786432,
-1113.97751245,-48.265875117,-216.822821168,
-1112.23132537,-47.2466962426,-216.468658742,
-1110.48098883,-46.2267636627,-216.114069129,
-1108.72064238,-45.2027205757,-215.75789275,
-1106.94539541,-44.1717905465,-215.399138065,
-1105.1662263,-43.1403823767,-215.040063684,
-1103.37800192,-42.1055553438,-214.679616975,
-1101.57412594,-41.0635751459,-214.316516345,
-1099.76680237,-40.0214069424,-213.953157529,
-1097.95004812,-38.9757967487,-213.588426649,
-1096.11836964,-37.9234942336,-213.221179327,
-1094.28336435,-36.871292537,-212.853765386,
-1092.43758765,-35.8149341033,-212.484704665,
-1090.57860071,-34.7530603109,-212.11353934,
-1088.71653866,-33.6915714857,-211.742298697,
-1086.84115146,-32.6245467603,-211.368907452,
-1084.95549522,-31.5538678171,-210.994036801,
-1083.06726511,-30.4838709923,-210.619197214,
-1081.16169557,-29.4062837258,-210.241474056,
-1079.25026632,-28.327597606,-209.863155924,
-1077.33481357,-27.24897922,-209.484639309,
-1075.40032777,-26.1619004986,-209.102917994,
-1073.46365962,-25.0760288859,-208.721379163,
-1071.51712345,-23.986967627,-208.338496685,
-1069.55791617,-22.8932438977,-207.953721023,
-1067.59702823,-21.8010351354,-207.569233932,
-1065.6188385,-20.7017640102,-207.182013964,
-1063.63580145,-19.6022661713,-206.794441329,
-1061.64633308,-18.5018416189,-206.406286995,
-1059.64128059,-17.3953978595,-206.015735079,
-1057.63505008,-16.2910258379,-205.625654174,
-1055.61311668,-15.1807216294,-205.233175642,
-1053.58549093,-14.0700090222,-204.840283169,
-1051.55131866,-12.9585496606,-204.446839517,
-1049.50229898,-11.8418729259,-204.051242689,
-1047.45283535,-10.7278400058,-203.656269947,
-1045.38534863,-9.60697237107,-203.258579869,
-1043.31509583,-8.48761949195,-202.861102408,
-1041.23438449,-7.36568695375,-202.462388261,
-1039.14357834,-6.24142348814,-202.06252929,
-1037.04914425,-5.1184277808,-201.662777041,
-1034.93801765,-3.98967845991,-201.2606294,
-1032.82728491,-2.86442391558,-200.859397833,
-1030.69838788,-1.73284170354,-200.455542583,
-1028.56780232,-0.603808407732,-200.052222515,
-1026.42441618,0.528595945018,-199.647347411,
-1024.27432932,1.66094734567,-199.242107634,
-1022.11601237,2.79411013043,-198.836182943,
-1019.94671547,3.9293042142,-198.429130936,
-1017.77296643,5.06314435924,-198.022172405,
-1015.58481388,6.20069076628,-197.613461065,
-1013.39531748,7.33510748748,-197.205468871,
-1011.18854551,8.47450197716,-196.795235617,
-1008.9828673,9.60937732283,-196.386194472,
-1006.75788736,10.750098383,-195.974606958,
-1004.53508,11.8855861498,-195.564440197,
-1002.29276768,13.0267861184,-195.15172658,
-1000.05224333,14.1627630605,-194.740417807,
-997.793051622,15.3038355681,-194.32677506,
-995.535266323,16.4397407556,-193.914505782,
-993.258738672,17.5804832937,-193.499947434,
-990.984032203,18.7157442385,-193.086853294,
-988.689961972,19.8559335215,-192.671408265,
-986.397703339,20.990437835,-192.257487798,
-984.086622223,22.1293533902,-191.84139906,
-981.77600335,23.2631037644,-191.426605632,
-979.448937546,24.3998826966,-191.010101533,
-977.119706141,25.5325980412,-190.594496091,
-974.777017108,26.6666178494,-190.177775322,
-972.428866759,27.7979957313,-189.76141964,
-970.07110616,28.9286234514,-189.34466649,
-967.703737756,30.0583293274,-188.927623156,
-965.331342567,31.1849143713,-188.511037852,
-962.944647592,32.3125914889,-188.093370062,
-960.557451869,33.4347519615,-187.677046539,
-958.151817404,34.5597163918,-187.258970357,
-955.744718596,35.6794125065,-186.842117584,
-953.325665331,36.7985917121,-186.424718764,
-950.898511121,37.915371559,-186.007430454,
-948.466621754,39.0280482311,-185.590909196,
-946.019265112,40.1414211959,-185.173308868,
-943.570061297,41.249158278,-184.757009975,
-941.107546632,42.3562904917,-184.340089821,
-938.637712684,43.4599748196,-183.92360107,
-936.163804515,44.5586455541,-183.508107897,
-933.673321416,45.6576795118,-183.091565019,
-931.180005318,46.7508484377,-182.676306408,
-928.677518911,47.8408428504,-182.261278336,
-926.163247266,48.9285487092,-181.846128889,
-923.645620868,50.0102205059,-181.432260959,
-921.115676217,51.0895137662,-181.018254383,
-918.576837515,52.1648042131,-180.60467276,
-916.033992361,53.2338382805,-180.192400183,
-913.477990616,54.3002950567,-179.779955661,
-910.913777882,55.3619330902,-179.368208296,
-908.344955342,56.4170302271,-178.957767964,
-905.764259489,57.4684276144,-178.54752045,
-903.173883886,58.5150031496,-178.137847208,
-900.578460749,59.5547006544,-177.729557204,
-897.974503483,60.5887226078,-177.322116812,
-895.357363776,61.6186758857,-176.914885826,
-892.734656871,62.6413376391,-176.509101186,
-890.106061701,63.656636739,-176.104748771,
-887.4643024,64.6671648139,-175.700761355,
-884.813776514,65.6709787664,-175.29787121,
-882.156992024,66.6669130721,-174.896535805,
-879.493708225,67.6548590201,-174.496724474,
-876.816908341,68.6371343896,-174.097491128,
-874.131717296,69.6115935784,-173.69964475,
-871.439657669,70.5774494762,-173.303445062,
-868.740541614,71.5345334081,-172.908953502,
-866.031738912,72.4834783212,-172.515850077,
-863.310923217,73.4248566228,-172.123845373,
-860.582784867,74.3567387,-171.733672361,
-857.847009501,75.2789351474,-171.345392592,
-855.103465286,76.1912418673,-170.959037057,
-852.352020064,77.0934324036,-170.574636689,
-849.587659665,77.9868219716,-170.191566203,
-846.814950826,78.8695980072,-169.810558404,
-844.034127995,79.7413673636,-169.431720401,
-841.245182069,80.601874375,-169.055082947,
-838.447799594,81.4508481409,-168.680737862,
-835.6419732,82.2880023684,-168.308700641,
-832.827574575,83.113042858,-167.939078421,
-830.003988407,83.925804689,-167.571840995,
-827.169502207,84.7264047154,-167.206851434,
-824.326554905,85.513799348,-166.844537486,
-821.475084826,86.287646189,-166.48494543,
-818.615031871,87.0475867546,-166.128152183,
-815.746398585,87.7932769652,-165.774265177,
-812.869128059,88.5243184833,-165.423346082,
-809.983287035,89.2403426955,-165.075471756,
-807.088821656,89.9409497328,-164.730764801,
-804.185801554,90.625723843,-164.389301865,
-801.27429761,91.2942564229,-164.051174695,
-798.354381878,91.9461308853,-163.716490057,
-795.426066232,92.5808999686,-163.385339193,
-792.489546398,93.1981469174,-163.057828338,
-789.544896464,93.7974093681,-162.734048142,
-786.592251737,94.3782481809,-162.414119492,
-783.631747411,94.9402246882,-162.098147735,
-780.663579242,95.4828703185,-161.786238026,
-777.687820161,96.0057324602,-161.478480113,
-774.702893992,96.508695052,-161.174795794,
-771.71009182,96.9910476521,-160.875442575,
-768.710214652,97.4522638234,-160.580556038,
-765.703450934,97.8919019446,-160.290271976,
-762.689986659,98.309505973,-160.004665483,
-759.670188089,98.7046588086,-159.723873076,
-756.644296282,99.0769288381,-159.447970826,
-753.609436061,99.426236098,-159.176837017,
-750.568221747,99.7518908286,-158.910732041,
-747.521554642,100.053424826,-158.649856052,
-744.46972621,100.330451854,-158.394287177,
-741.412555713,100.582674938,-158.144070662,
-738.347120183,100.809957141,-157.899052674,
-735.277515283,101.011665752,-157.659613486,
-732.203991203,101.187519157,-157.42581295,
-729.125210944,101.337312111,-157.19760412,
-726.040447411,101.460831744,-156.974985932,
-722.952818052,101.557704894,-156.75818632,
-719.862021946,101.627779595,-156.547234958,
-716.765133286,101.670941959,-156.341948033,
-713.666427307,101.68698632,-156.142614942,
-710.565113024,101.675844264,-155.949189569,
-707.459178237,101.637424375,-155.761534363,
-704.352468914,101.571764704,-155.579878295,
-701.242727373,101.478834621,-155.40405371,
-698.13092982,101.358725408,-155.234076281,
-695.018784123,101.211612169,-155.07000768,
-691.90335927,101.037509859,-154.91160449,
-688.788558836,100.836829966,-154.75903555,
-685.671694634,100.6096561,-154.612057725,
-682.555082212,100.356453244,-154.470687531,
-679.437863039,100.077511065,-154.33480417,
-676.320581644,99.7732642411,-154.204302161,
-673.203598936,99.4442238637,-154.07904561,
-670.086604006,99.0908477713,-153.958913824,
-666.970567036,98.7137998972,-153.843786165,
-663.854626931,98.3135994161,-153.7334351,
-660.739936121,97.89104024,-153.627770391,
-657.625754827,97.4467257295,-153.526533822,
-654.512807616,96.9814653013,-153.429619707,
-651.400720279,96.4954962877,-153.336998503,
-648.290033901,95.9890102734,-153.248823658,
-645.180679164,95.4621149353,-153.165187388,
-642.072952996,94.9149636948,-153.086197054,
-638.967030413,94.3477480514,-153.012005613,
-635.862659488,93.7605373345,-152.942689565,
-632.760748184,93.1536600936,-152.878386299,
-629.660435297,92.5270785531,-152.819202539,
-626.562935148,91.8812429668,-152.76527542,
-623.467266089,91.2160617754,-152.716696169,
-620.374522445,90.5319848711,-152.673601703,
-617.284152137,89.8290653061,-152.636113603,
-614.196642138,89.1075848923,-152.604338148,
-611.112237148,88.3678025246,-152.578396801,
-608.030390645,87.6098093111,-152.558411028,
-604.952145208,86.8340550703,-152.544517475,
-601.876593375,86.0405474081,-152.536807031,
-598.804661486,85.2297138872,-152.535431543,
-595.736179682,84.4017754358,-152.54048187,
-592.670980013,83.5568979796,-152.552125147,
-589.609804773,82.6955371654,-152.570437255,
-586.551900429,81.817737673,-152.59557155,
-583.497912211,80.9239556434,-152.627635658,
-580.447878949,80.01447082,-152.666782743,
-577.401233035,79.0894018511,-152.713120061,
-574.358814223,78.1492632956,-152.766770038,
-571.320184403,77.194233373,-152.827870342,
-568.285336266,76.224588991,-152.896543428,
-565.254815227,75.2407975233,-152.972927099,
-562.227949487,74.2429677591,-153.057143957,
-559.205229897,73.2315368023,-153.149331969,
-556.1869061,72.2069041527,-153.24959864,
-553.172253927,71.1691725548,-153.358112483,
-550.161955261,70.1188654218,-153.474980991,
-547.156022651,69.056370072,-153.600326765,
-544.153860102,67.98178527,-153.734333281,
-541.156154569,66.8956919446,-153.877076981,
-538.162861718,65.7984512545,-154.028710291,
-535.173449696,64.690219794,-154.189415797,
-532.188424496,63.5715599373,-154.359268936,
-529.207925992,62.4428788553,-154.538421024,
-526.23136152,61.304363429,-154.727022991,
-523.259053272,60.1565256395,-154.9252102,
-520.291261587,58.9998284005,-155.133117702,
-517.327574516,57.8345364587,-155.350880295,
-514.367944951,56.6610557082,-155.578663238,
-511.412751427,55.4799062278,-155.81657068,
-508.46179104,54.2914701696,-156.064767938,
-505.514614956,53.0959762934,-156.323420506,
-502.571718155,51.8940529735,-156.59263317,
-499.633044256,50.6861175651,-156.87255692,
-496.698168627,49.4724411332,-157.163373722,
-493.767213573,48.2535069826,-157.465235601,
-490.840268731,47.0298350853,-157.778249356,
-487.917330055,45.8018523675,-158.102583335,
